director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,imdb_score
7,641,762,2631,706,0,6.3
165,150,686,1298,246,688,6.3
0,22,114,183,45,282,7.5
0,69,713,1541,649,0,7.6
55,5,223,242,11,657,5.2
177,4,431,457,12,279,7.8
0,183,650,1585,536,296,6.6
21,359,763,2651,637,0,4.7
18,35,399,644,129,0,6.7
548,104,166,609,134,531,4.2
4,271,637,1932,346,170,6.3
103,111,544,1150,476,365,4.7
335,635,11000,13391,744,0,6
160,94,559,1238,269,2000,7.9
0,682,3000,5987,977,17000,8.1
149,248,503,1862,384,16000,8.2
10,196,507,1281,236,0,6
541,288,773,2888,575,251,6.8
2,601,881,3229,826,237,7.3
24,83,277,731,244,456,7
69,106,414,1269,365,17000,7.3
6,24,119,222,69,385,7.5
89,388,963,2658,654,0,6.8
136,48,89,282,78,359,7.1
29,64,117,298,64,0,6.9
13,480,3000,5977,796,0,6.9
174,767,14000,17151,902,29000,6.9
154,77,183,465,89,0,7.9
11,121,1000,2323,891,0,7.2
104,318,628,2726,575,16000,7.8
2,6,2000,2886,872,358,3.5
473,624,826,3455,723,8000,7.3
117,556,851,3036,582,0,7.5
10,178,3000,3617,273,1000,6
541,242,575,1970,372,357,7.3
174,188,255,970,220,0,8
160,75,157,646,139,930,7.6
22,367,606,2402,481,470,7
13000,118,195,771,146,0,7.5
22,159,648,1122,191,43000,6.8
0,78,625,987,118,280,3.9
0,111,385,995,356,453,6.1
386,248,3000,4238,258,0,7.5
195,50,827,1044,88,33000,8.2
0,83,1000,1592,177,3000,7.2
47,108,430,836,209,804,4.8
0,199,634,1347,328,0,7.8
0,542,560,2238,555,0,5.2
48,689,984,3075,697,93000,3.3
22,10,174,222,16,140,6.8
12,4,29,44,4,38000,7
0,681,827,3574,729,360,6.5
82,536,622,2486,591,15000,5.7
9,405,11000,20009,8000,414,6.4
23,660,4000,6380,756,1000,5.3
28,131,426,1043,294,0,4.7
0,31,368,668,168,127,6.1
6,467,922,2406,893,18,5.5
0,460,708,2307,574,211,4.8
41,739,2000,5526,774,5000,8.4
117,0,21,24,3,121,7
892,50,603,854,145,721,3.3
14,597,2000,3854,660,482,5.4
19,322,795,2497,535,570,4.8
0,37,1000,1183,53,606,3.1
0,605,1000,2861,628,0,6.7
10,34,11000,11218,108,0,7.6
78,969,18000,22834,2000,21000,7.1
0,43,141,320,69,224,6.1
0,539,1000,3608,585,0,6.5
141,535,24000,26495,970,129000,8.5
353,40,1000,1211,69,28000,8.7
8,78,798,1430,472,0,7.1
19,80,632,1011,144,0,6.6
22,303,11000,11860,505,799,6.7
346,26,74,216,69,60000,8.3
84,378,662,2076,577,18000,8.1
38,377,625,2747,464,0,7.4
73,129,595,1105,251,934,6.6
246,491,756,3717,521,0,4.5
4,405,631,2020,443,100,6.4
39,0,15,17,2,0,7.5
2000,449,917,2997,563,13000,8
673,332,756,2693,423,0,8.1
6,194,828,1936,390,0,7.2
13,6,280,308,11,0,7.5
101,157,1000,2016,394,15000,7.2
38,898,164000,170118,2000,0,6.4
644,559,1000,3468,783,0,7.6
82,177,387,1198,202,0,7.8
43,463,691,1962,480,0,5.7
964,248,488,1844,275,41000,8.6
0,557,2000,3559,887,21000,8.2
0,360,1000,1964,436,290,6.6
21,189,438,1081,332,14000,5.7
52,482,773,1965,588,0,7.4
909,184,909,1779,504,4000,8
611,4,878,900,10,0,7.3
28,217,426,1472,359,0,5.4
133,249,687,1665,443,0,7.4
65,535,942,3708,810,31000,5.7
301,412,1000,2239,419,58000,6.8
9,12,71,159,65,63,5.4
174,110,253,649,197,0,8.1
57,158,220,1186,162,0,6.1
188,693,2000,4277,970,902,5.1
8,49,88,373,82,38,5.6
41,155,956,1862,316,0,5.9
767,87,682,1035,119,0,8.2
32,175,610,1441,232,710,5.3
13000,416,897,2811,844,609,6.8
0,180,516,1328,417,0,8.3
18,307,935,2899,805,949,4.3
13000,14,18,70,16,933,6.7
1000,220,989,2165,744,635,7.2
85,748,13000,14696,884,0,6.9
78,77,685,1163,178,889,6.6
23,706,1000,4815,927,545,5.9
174,125,556,1444,422,808,7.9
176,760,877,3847,862,0,8.3
9,200,927,1936,209,143,5.2
393,281,862,2269,376,0,7.8
18,233,939,2321,407,837,3
0,48,140,328,63,62000,7.9
4,152,641,1389,168,491,3.2
152,135,674,1395,174,812,6.5
78,469,912,3049,637,187,6.9
15,453,953,2510,625,595,7
375,31,1000,1394,329,0,7.8
70,163,883,1616,183,1000,6.9
0,51,472,858,324,131,4.4
300,200,729,1292,257,0,6
132,547,1000,3692,864,0,6.6
21,124,240,1011,177,0,7.8
16,222,687,1806,233,217,5.3
45,267,578,1363,341,417,5.3
0,180,820,1618,350,0,8
11,194,11000,12250,813,430,7.1
18,844,3000,9555,2000,0,5.4
232,353,10000,11459,721,0,6.9
387,270,962,2260,481,11000,7.4
151,29,113,278,64,0,7.3
377,812,22000,36859,11000,0,7.8
269,24,489,539,26,26,6.6
0,387,40000,43810,3000,20000,5.4
0,38,717,852,78,43000,8.4
13,221,439,1567,399,0,6.3
59,104,694,1249,324,37000,6.1
0,165,574,1335,327,174,5
9,221,904,1663,281,0,6.9
84,331,702,2715,366,76,7.2
121,168,13000,13636,260,0,7.3
89,322,962,2452,476,0,5.7
21,416,4000,8353,3000,0,5.3
40,249,912,2330,750,47,5
78,197,536,1467,317,0,5.3
81,81,3000,3784,571,0,6
7,17,289,362,38,442,7.4
27,847,1000,4374,902,348,5.9
26,236,487,1495,298,0,4.1
700,56,599,1030,325,117,6.7
87,605,2000,4920,683,0,5.8
0,77,767,975,122,580,6.2
8,617,798,4756,634,0,5.3
0,19,231,313,27,48,3.3
13000,11000,40000,79957,25000,24000,6.5
66,452,1000,3882,975,54,6.2
15,357,433,1929,396,448,5.9
74,47,652,844,124,433,5.5
136,975,3000,7191,1000,0,5.5
19,73,319,845,302,2000,2.6
2000,454,2000,3666,606,6000,5.8
128,480,756,2715,754,3000,7.4
3,382,1000,2890,810,32,5.1
8,471,2000,4469,715,406,5.2
39,375,1000,3024,747,395,4.8
9,648,904,4092,779,398,3.9
96,37,201,277,39,37,6.2
0,502,2000,4671,520,56000,7
0,356,854,1989,602,229,6.2
7,463,2000,3648,536,480,5.9
179,11,119,167,14,0,8
964,248,931,2167,416,612,7.3
81,214,640,1517,277,968,4.9
39,183,267,1231,225,88,6.5
35,21,216,423,158,421,4.3
4,394,875,2305,412,0,6.4
503,108,264,673,139,7000,7.6
192,142,447,923,236,0,6.8
18,39,130,362,96,0,6.1
6,29,679,964,234,369,4
153,165,275,727,247,0,7.4
0,102,105,527,103,10000,8.3
152,181,935,1855,448,0,5.3
149,357,695,2509,421,14000,8.1
0,481,1000,2703,595,14000,8
0,192,569,1797,529,0,5.7
124,327,464,1761,426,349,8.2
9,42,402,787,222,381,7.1
19,48,481,681,81,0,7.4
2,32,258,434,85,50,6.6
0,13,122,197,33,77,5.7
673,359,756,1949,370,573,6.9
53,2,20,25,3,121,7
149,315,760,2555,675,116,7
0,628,1000,4701,1000,12000,7.8
17,74,158,467,84,0,5.9
84,46,88,205,64,17000,7.4
133,239,443,1269,249,963,7.8
3,327,833,2753,549,323,6
7,1000,40000,52621,9000,1000,5.3
147,28,52,179,52,0,7.9
76,36,123,239,76,0,7.2
0,4,11,19,4,30,7.4
6,209,331,1082,272,254,5.3
134,390,804,2510,786,0,8.3
65,0,65,67,2,10000,7.6
89,555,713,3421,584,0,5.1
67,67,871,1111,118,0,5.1
0,593,908,3226,764,3000,4.9
15000,982,15000,28713,9000,0,6.9
24,67,381,684,128,0,4.6
11,450,595,2373,521,819,6.3
58,124,617,1141,189,1000,7.9
15,36,1000,1385,309,0,6.7
835,535,18000,19923,595,0,7.1
0,294,625,1655,379,0,7.6
0,4,15,36,12,22000,8.1
0,6,50,79,16,39,6.6
7,442,745,2125,631,500,7
13,209,643,1396,265,774,7.6
34,40,56,150,41,430,6.7
14,215,902,1980,291,13000,7.1
148,471,900,2972,648,0,7.6
53,478,8000,10040,1000,10000,7.1
19,362,882,1967,577,16,7.1
119,0,334,338,4,24000,7.7
9,125,860,1252,130,588,7.6
10,107,655,1064,157,144,6.6
43,936,989,4730,939,0,6.7
0,249,640,1491,261,140,5.7
0,5,191,210,12,0,7.1
8,315,611,1739,397,0,6.2
24,10,127,163,10,560,6.1
8,35,426,862,399,0,5.9
571,370,2000,4590,973,19000,6.8
20,555,794,2579,607,190,5.8
2,577,968,3157,625,0,5
0,442,1000,2406,677,89,6.3
0,702,1000,5963,748,352,6.8
9,201,973,2306,872,250,5.1
406,233,586,1490,497,79000,6.6
0,109,490,881,159,0,5
222,698,1000,3282,788,11000,7.7
15,663,844,3132,722,0,3.1
24,226,675,1627,659,144,6.5
29,76,847,1668,618,566,3.9
23,326,982,2580,599,500,6.8
24,244,960,2329,715,438,7
535,608,1000,3586,646,279,5.9
14,826,2000,4385,1000,0,5.8
115,385,11000,12359,516,0,7.3
607,109,813,1196,165,0,7.8
37,0,210,210,0,224,6.9
49,20,72,174,31,0,5.7
13,17,42,170,27,1000,4.7
84,275,861,2161,425,285,5.9
16,835,2000,6752,848,13000,5.9
0,306,676,1651,399,77,4.3
10,275,509,1490,284,68,7.5
0,708,1000,3799,800,452,4.8
11,18,114,244,79,172,5.8
5,782,3000,6085,938,107,5.3
10,42,371,558,52,870,6
355,188,749,1941,208,0,8.1
184,551,730,3293,648,0,7
16,14,117,155,21,0,7.6
7,17,128,214,22,305,7.2
57,7,120,145,9,15000,7.5
15,650,919,3873,718,162,6.3
0,338,749,1814,354,14,6.7
0,260,846,2044,366,275,4.8
7,106,412,1020,308,380,5.5
92,177,559,1456,201,0,7.5
6,14,40,99,30,321,5.1
11000,45,11000,11192,66,0,7.3
421,159,314,1062,189,45000,6.9
11000,258,11000,12034,300,0,6.8
89,161,3000,3833,226,15000,8.4
750,41,745,1396,531,0,7.6
32,75,483,768,147,0,7.6
0,177,618,1404,367,0,7.7
108,103,173,563,148,0,7.6
9,32,120,218,44,0,5.3
207,155,380,927,284,39000,8.5
589,341,690,2300,589,10000,7
31,366,654,2290,491,0,8
6,380,1000,2555,760,236,7.1
162,0,23,29,6,0,7.8
149,580,912,3163,752,0,7.2
30,92,14000,14412,119,0,7.5
0,3,50,65,8,13000,8
0,35,85,318,79,11000,8.1
308,374,1000,2186,482,0,6.8
603,167,936,1846,297,0,7.4
81,179,34000,34446,248,20000,7.2
162,3,21,29,5,0,8.1
85,300,480,1833,392,60,7
244,244,538,1349,363,0,7.4
117,18,13000,13145,125,63000,8.3
31,328,804,3013,625,0,6.1
0,116,251,675,147,0,7.5
453,2000,24000,50313,23000,0,7
5,349,1000,2739,426,0,5.3
0,685,8000,11327,724,134,4.7
85,186,265,901,194,0,5.7
0,401,597,1645,591,0,7.8
263,37,71,226,51,0,6.5
56,0,56,56,0,0,8
0,40,178,359,69,32,3.3
117,17,393,446,21,0,8.3
22,80,10000,11184,1000,0,6.9
90,65,168,408,142,0,8.1
129,887,991,3427,962,0,6.5
13,218,373,1136,334,592,6.8
34,120,388,1156,159,495,7.3
11,490,584,3011,559,166,6.4
10,126,189,768,131,974,4.6
0,164,1000,1917,572,739,6.5
0,902,49000,51441,1000,857,7
53,268,386,1511,357,17000,5.4
4,0,33,36,3,0,6.7
4,72,353,613,89,10,2.8
31,137,326,865,246,0,7.4
0,966,22000,36885,12000,407,5.8
222,20,5000,5535,497,224,7.1
776,256,25000,26176,463,0,4.5
32,24,532,653,85,39,5.3
84,267,584,1307,356,61,5.4
19,395,589,2522,488,715,4.8
98,89,10000,10869,773,0,5.9
8,399,529,2749,423,195,6.2
97,163,787,1362,196,810,5.9
11,1000,26000,39518,11000,0,6.6
38,85,363,774,223,474,6.6
54,455,985,3065,637,215,5.1
0,94,160,776,152,0,6
43,418,13000,14561,698,0,6.8
308,395,638,2341,449,604,5.4
6,161,513,1593,480,0,5.2
5,12,29,86,18,1000,7.8
0,268,766,1650,312,205,6.4
6,103,253,762,113,0,6.1
5,47,121,322,94,0,5.7
0,107,413,1149,167,0,5.5
0,8,674,712,27,0,7.4
11000,167,11000,11700,430,0,7.1
0,46,473,892,303,115,3.9
5,372,601,2395,453,44,4.6
0,18,1000,1055,29,0,7.7
0,332,633,2620,597,153,4.9
10,171,15000,15740,284,912,6.3
68,722,2000,3683,811,0,6.1
8,424,34000,35796,463,0,6.6
5,356,416,1611,403,655,5.7
17,322,594,2020,591,825,5.6
2,51,16000,16110,57,200,6
10,293,924,2654,472,0,5.7
44,137,907,1807,164,805,7
909,119,909,1674,562,69,5.3
531,894,10000,15707,1000,651,4.4
6,233,680,1425,418,0,3.4
20000,618,2000,4968,860,0,4.5
3,412,11000,13583,1000,728,3.4
28,223,18000,19649,1000,0,7.1
35,482,548,2389,495,298,6.4
58,164,405,1204,217,620,5.2
89,263,16000,17471,517,24000,7
0,594,920,3275,680,17000,7.3
63,5,161,176,10,0,8.1
0,164,533,1082,323,104,5.8
108,534,17000,20051,2000,39000,5.9
168,71,733,1182,168,1000,6.4
0,574,40000,42918,852,10000,7.5
120,0,41,68,27,0,7.8
0,3,42,90,40,213,6.3
47,585,628,4249,606,1000,7.2
13,308,463,1958,400,0,5.6
456,231,1000,2032,548,10000,7.2
603,114,10000,10570,416,5000,8
0,277,654,1991,575,18000,8.5
12,67,201,546,163,544,6.8
188,168,2000,2658,458,31000,7.3
88,196,595,1432,356,511,5.5
9,280,767,2187,380,0,7.3
0,186,553,1439,471,952,6.3
0,61,141,349,77,82,5.1
293,808,16000,32405,14000,0,6.6
0,482,12000,14620,580,266,6.1
28,0,0,0,0,353,7.5
57,426,16000,18263,844,0,7
174,114,2000,2831,399,169,7.2
15,491,647,2439,642,368,5.3
9,165,467,1270,258,8,8.7
4,91,433,984,108,566,3.4
21,685,761,4306,713,569,5.4
670,34,486,623,37,0,7.8
75,446,701,2489,461,0,6.7
15,120,900,1724,450,326,4.7
0,11,86,139,42,73,6.3
36,345,953,2198,399,0,7.4
88,67,595,941,70,794,6.1
143,783,1000,3970,874,951,7.5
68,374,635,2423,445,17000,6.3
3,327,349,2095,347,374,6.3
84,34,680,763,46,869,6.8
25,73,638,822,85,16000,7.8
87,420,887,2721,805,305,6.9
964,275,319,1363,302,0,8
160,426,862,2247,488,0,7.8
673,89,281,955,230,721,7.4
11,575,651,3894,611,0,6.1
11,249,489,2196,469,43,4.3
8,394,713,3137,607,588,3.5
0,0,227,231,4,0,7.2
0,2,327,380,51,844,4.7
21,27,53,137,30,0,7.3
0,324,11000,12157,481,6000,7.9
0,45,421,622,96,9,5.1
0,21,963,1694,710,278,7.2
1000,127,2000,2564,163,63,5.4
4,114,427,992,253,2000,3.7
0,1000,3000,10438,2000,7000,7.4
191,336,597,1981,541,0,7.1
15,49,633,1168,403,0,6.8
964,248,607,1573,319,0,8.2
184,82,3000,3310,202,0,7
387,18,436,479,25,0,7.4
0,117,378,1173,321,682,6.7
611,3,9,18,4,784,5.7
134,354,260000,261818,454,0,9.1
13000,82,472,896,239,0,7.6
460,900,991,2990,971,619,7.2
787,642,1000,4762,787,0,7.5
0,588,852,3030,618,60000,6.8
92,166,752,1652,324,0,6.9
44,7,827,856,22,0,7.9
4,0,0,0,0,0,7.6
58,42,552,859,265,608,6.7
38,690,801,2667,727,0,5.8
675,164,902,1582,424,853,6.5
21,76,33000,33441,243,0,7.2
234,442,947,2747,530,415,6.9
6,56,393,792,191,307,5.5
122,83,210,469,148,0,6.5
522,423,813,2179,522,0,6.2
13,616,1000,3288,826,0,6.7
134,488,936,3668,935,0,5.7
0,8,309,352,8,0,8.6
18,597,954,3901,767,304,6.5
0,158,634,1238,328,0,6.3
7,424,890,3138,597,68,4.3
102,360,563,2628,485,212,6.1
60,121,826,1240,189,216,6
407,7,38,60,8,594,5.8
49,57,413,721,98,0,6.7
7,711,87000,89263,781,371,6.7
228,134,310,771,228,132,7.6
0,721,1000,5158,725,15000,5.1
3,28,61,165,46,10000,6.8
21,0,0,0,0,0,6.8
0,108,199,596,134,193,6.8
11,636,979,4036,975,283,6.3
34,71,129,588,98,0,7.1
65,146,341,967,265,236,2.8
5,259,3000,4320,660,232,8.2
764,492,835,2882,522,402,3.1
188,1000,10000,16385,3000,38000,7
37,56,501,1044,418,750,3.3
9,485,708,2870,571,135,3.6
0,31,82,229,47,0,7.7
33,3,341,358,5,57,6.7
74,387,984,2140,423,209,5.5
87,37,87,256,70,400,6.6
20,256,1000,2419,301,724,4.8
10,295,756,2072,382,969,5.5
412,3,412,421,4,389,6.3
58,69,847,1159,147,223,6.9
7,356,1000,2658,370,0,6.5
0,452,26000,28294,1000,21000,8.2
0,467,883,3164,655,32,7.1
346,141,280,821,278,5000,8.1
12000,636,12000,14420,680,872,7.2
5,5,51,83,24,100,7.4
7,548,2000,3475,783,117,6.5
5,98,413,843,197,932,5.7
17,652,13000,16537,969,0,6.1
135,0,0,0,0,0,8.7
4,13,232,289,23,220,4.3
4,624,2000,6227,1000,3000,6.2
0,40,374,602,145,66,3.3
19,134,700,1499,460,0,2.7
0,511,35000,38121,516,969,5.2
13000,333,1000,2888,991,0,8.2
49,59,309,707,121,0,6.1
0,66,287,581,160,0,8
4,132,796,1866,697,0,5.5
8,183,2000,2459,245,0,5.7
11,397,578,1730,418,381,3.7
83,48,469,683,79,1000,7.1
673,137,595,1129,176,0,7.8
0,161,3000,4040,372,447,4.1
0,65,828,1431,531,2000,7.2
0,651,2000,5161,878,0,7.7
422,422,816,2893,577,0,7.1
4,434,18000,20218,748,221,7.6
0,3,31,58,24,407,7
301,71,18000,22194,4000,0,5.5
300,73,307,809,209,0,7.4
50,612,2000,4288,710,756,7.7
13000,232,282,1041,255,0,7.2
118,1000,13000,26451,11000,10000,7.8
91,849,1000,4289,1000,0,6.6
29,449,890,2681,848,0,6
16000,455,16000,28994,12000,19000,8.4
9,51,94,293,62,548,6.5
0,24,16000,16089,34,20000,8.9
9,4,61,76,9,0,7.9
14,274,1000,1805,330,0,6
0,3,268,318,44,27,6.1
0,924,49000,54484,931,87,6.2
0,24,34,114,29,754,5.6
0,0,3,5,2,75,7.2
4,95,690,1438,316,480,6.1
0,227,387,1190,295,636,3.8
345,94,843,1621,490,204,7.1
0,5,721,862,134,161,4.5
0,63,380,630,91,238,3.8
38,117,584,1218,399,0,6.2
282,148,586,1581,434,477,6.6
2,475,10000,11257,500,479,4.6
0,312,498,1810,350,242,4.2
6,804,16000,19957,1000,0,6.8
222,68,680,1311,404,0,7.7
155,147,448,1329,426,241,5.9
126,3,14,21,4,131,7
12,25,412,521,48,0,6.9
22,48,434,645,95,0,6.1
338,60,1000,1445,342,51000,7.6
252,252,1000,2510,745,444,3
0,0,12,12,0,200,2.6
345,269,2000,3442,607,23000,8.6
0,5,12,29,5,0,6.1
6,20,964,1052,22,773,7.5
136,42,844,1080,184,0,6.7
80,794,13000,16094,1000,0,8.1
2,9,321,622,287,234,4.9
0,606,2000,4878,826,7000,6.8
62,69,883,1371,269,328,6.8
6,142,707,1565,305,13000,5.7
17000,595,22000,23525,745,35000,8.3
287,725,1000,4438,823,0,6.6
92,177,650,1421,275,5000,7.3
18,300,1000,2665,466,24000,5
385,100,266,673,209,0,7
18,295,634,1810,420,0,3.4
65,683,1000,3155,989,816,5.9
2,3,43,53,3,339,6
310,616,33000,35941,2000,25000,7.4
2,226,2000,3192,508,0,7.4
19,128,403,988,169,12000,4.2
199,44,503,731,46,0,6.2
0,102,356,831,110,365,6.2
23,88,183,510,102,624,7.2
17000,184,543,1218,426,0,7.2
0,389,640,2082,550,12000,5.4
0,30,202,283,47,75,7
20,365,422,1899,374,11000,7.2
11,2,37,42,3,37000,7.9
10,245,544,1147,264,0,6.8
122,458,22000,23461,472,392,6.7
655,973,24000,28817,3000,10000,7.5
7,180,3000,3986,439,0,6.8
46,287,321,1263,300,0,6.9
9,313,612,1587,457,0,6.8
33,229,496,994,238,0,7.2
9,13,130,198,19,14000,7.4
56,13,21000,21124,104,387,5.6
132,584,778,2400,695,227,6.8
11,121,1000,2323,891,0,7.2
2,5,783,1447,659,0,7.7
112,428,1000,3085,826,671,7
152,124,1000,1587,282,0,7.2
11,543,2000,5497,1000,35000,6.4
12,6,245,295,38,603,7.2
13,25,957,1107,81,100,7.2
10,97,353,773,186,92,6.2
0,842,1000,3931,898,0,6.9
406,194,406,904,203,0,6.2
234,463,11000,12385,552,571,6.9
4,301,611,1692,394,166,7
22,275,638,1641,400,115,6.7
0,268,844,2289,625,24,3.6
71,145,11000,12234,733,0,6.3
13,7,20,42,13,0,7.4
21,772,1000,4720,835,11000,7.4
135,11,7000,7098,71,32000,7.3
2,551,855,2489,577,150,6.1
0,310,873,2369,559,16000,6.7
50,0,3,6,3,20000,8.2
141,23,141,313,125,0,7.7
10,5,102,118,7,587,7.3
0,0,12,15,3,32,7.4
165,679,978,3258,922,25,5.7
9,9,53,86,24,0,7.6
0,0,20,28,8,0,6.8
74,891,260000,263584,984,706,5.6
5,219,724,2024,668,31,4.8
243,725,969,3833,962,0,6.4
11,271,443,1452,298,0,6.8
29,117,499,1141,230,157,6.1
5,73,590,1042,231,27,5.2
8,14,96,196,71,43,6.9
82,490,2000,3905,571,210,6
32,256,386,1647,261,143,6.3
0,61,262,509,163,244,6.1
4,150,446,928,171,793,5.5
0,394,975,2694,645,0,6.9
18,422,491,2633,490,17,5.6
0,94,639,1188,361,128,1.9
53,176,563,1284,288,42,4.1
436,4,474,920,436,47,5.4
50,8,327,351,9,0,6.8
3,4,7,19,5,259,7
57,228,442,1635,403,501,6.7
0,396,782,2607,490,903,5.8
0,131,363,997,275,138,6.2
15,106,984,1752,157,297,2.8
82,47,694,964,196,32,7.3
3,149,767,1593,282,141,5.8
923,904,34000,52113,17000,599,6.5
0,171,1000,1996,618,3,6.1
23,23,199,292,37,0,5.1
142,317,458,1549,383,150,2.2
0,0,90,90,0,68,7.2
0,360,898,2116,395,370,5.7
105,110,592,1350,207,41,3.4
142,402,10000,11466,854,54,3.8
224,37,224,344,59,0,4.7
0,177,335,1226,334,968,5.6
6,0,92,109,17,91,3.9
0,36,57,231,40,48,5.4
53,253,677,1825,366,936,5.2
3,115,214,656,211,0,3.5
0,426,657,2677,608,212,5.3
0,888,3000,5056,1000,23000,7
17,113,754,1567,605,785,7.1
0,302,696,1618,371,2000,5.5
12,354,529,2468,413,884,6
29,558,1000,2504,569,42,4.8
0,17,56,104,28,489,7.1
603,279,10000,11094,416,0,8.2
28,501,945,2924,756,995,5.7
163,27,131,264,60,14000,7.9
171,76,1000,1343,171,52,7.3
171,0,109,117,8,12000,7.1
91,659,982,3299,796,698,6.4
32,127,144,509,127,0,5.9
0,88,282,687,270,17000,7.5
6,727,975,4184,947,0,6.4
11,8,16,63,12,0,7.4
0,102,465,897,140,337,7.3
29,874,12000,15800,1000,12000,6.5
6,522,23000,26017,813,0,7.2
0,0,0,0,0,24,6.7
66,734,904,5435,782,181,7.1
15,567,938,3770,904,0,6
43,172,904,1751,517,0,6.7
14,221,284,1185,234,409,5.6
46,141,418,926,146,933,7
63,175,489,1278,207,549,4.9
8,487,1000,3336,806,312,3.2
0,620,786,2501,712,48000,8.4
5,10,49,81,11,33,6.9
377,236,529,1502,502,0,7.5
9,86,159,423,143,81,7.2
6,68,302,663,270,219,7.2
21,3,426,455,20,926,8
0,167,940,1484,188,18,7.4
0,0,24,29,5,83,7.2
37,501,574,1983,573,130,6.5
3,181,262,991,262,396,7.2
0,258,1000,2359,749,4,4.2
247,152,247,954,217,0,5.1
75,13,35,116,16,23000,6.4
38,69,214,587,115,1000,6.8
0,37,134,315,93,14,6.2
0,425,11000,14954,2000,0,7.5
21,0,25,25,0,274,7.7
8,357,2000,3071,424,307,6.9
365,522,934,2714,830,31000,7
15,95,312,548,135,614,7.5
214,246,513,1269,257,0,6.3
243,74,969,1252,128,0,5.5
687,389,10000,12183,787,0,4.8
973,48,319,500,90,0,8.1
168,21,108,243,72,163,6.6
4,201,1000,1558,233,0,5.2
129,280,935,2170,611,2000,5.6
3,118,717,1117,134,128,3.1
160,433,998,2496,575,3000,8.1
23,2,7,15,6,0,8.3
30,14,262,321,23,903,7.1
364,567,22000,26578,4000,1000,8.1
52,36,80,209,67,420,7.2
0,195,601,1581,524,523,6.3
0,311,618,2476,592,303,4
0,84,6000,7122,918,0,7.2
174,324,730,2160,716,0,5.3
31,71,33000,33734,519,0,7.2
0,236,752,1763,282,102,6.5
21,48,465,714,170,161,6.5
0,137,696,1210,320,158,4.9
13,432,977,2483,511,0,5.2
2,442,628,1683,474,203,7.4
0,21,1000,1359,338,5,7.4
4,258,523,1553,385,1000,5.4
4,2000,260000,283939,21000,0,3.9
7,912,956,4767,945,0,5.3
10,23,610,824,172,1000,7.8
19,39,170,399,170,0,6.4
14,136,262,778,227,0,8.1
644,11,119,190,29,0,6.5
16,254,602,1281,266,12,5.6
0,20,23,85,20,11,5.6
4,218,919,2288,711,51,6.6
12,359,601,2241,371,358,6.3
0,0,0,0,0,34,7.7
3,0,0,0,0,32,7
0,271,595,1754,412,9,8
12,2,541,553,8,36,7.2
5,233,587,1707,448,128,4.5
44,704,785,2538,725,0,7.7
11,221,2000,2996,433,7,6.1
0,0,0,0,0,18,6.4
589,150,848,1164,153,0,6.5
95,0,0,0,0,126,7
24,142,407,1090,189,816,6.1
9,7,48,67,10,0,5.7
490,201,833,2295,523,244,5.4
8,22,423,516,23,0,5.9
2,0,0,0,0,588,7.5
310,587,22000,24419,833,0,7.7
3,234,984,2563,801,0,7.1
3,2,196,382,184,694,7.4
6,43,54,194,44,491,7.6
0,15,69,161,24,43,6.4
6,0,30,30,0,0,7.4
0,59,399,660,169,287,6.8
7,17,328,407,27,0,6.5
0,17,69,155,34,44,6
35,482,980,3166,505,180,7.3
9,595,710,2655,634,1000,7.3
204,474,659,2322,529,51,6.5
71,658,22000,24382,1000,139,6
21,469,597,2555,485,86,5.3
12000,213,778,1440,327,238,6.6
217,243,10000,20480,10000,0,6.1
0,49,342,483,79,590,7.1
0,4,304,338,8,11000,8.7
6,8,14,44,9,0,8.4
32,329,11000,11839,422,344,5.8
681,143,239,734,172,155,6.2
248,196,353,1498,248,46000,5.8
12,183,17000,17883,523,26000,6.7
6,325,396,2310,326,60,5.7
12,699,33000,35294,1000,183,6.1
380,113,660,1118,280,19000,6.4
0,347,584,1924,507,29,5
0,170,472,1047,185,339,6.5
38,445,552,2251,533,898,4.6
0,0,4,8,4,23,7.7
3,25,30,119,27,808,7.3
395,637,991,3309,946,22,6.6
487,118,991,2099,943,0,6.4
2,0,2,2,0,0,5.8
3,205,387,1235,244,16,7.2
21,680,25000,26999,766,0,7.2
32,238,685,2102,492,0,3.5
0,569,970,3359,812,337,7.5
406,152,358,1038,317,353,2.2
33,135,1000,1531,188,0,3.3
0,120,322,630,178,701,6.6
0,15,159,206,15,126,6.9
0,212,918,2091,402,381,4
163,303,636,2438,456,707,7.4
0,33,84,254,41,70,8.3
431,317,466,1628,431,0,5.7
0,0,0,0,0,44,6.8
0,53,385,683,169,9,5.2
0,11000,44000,73441,15000,60000,6.4
6,10,488,553,11,0,6.2
10,10,353,380,12,123,5.9
521,80,773,976,89,0,7.7
5,237,472,1752,251,62,4.3
3,446,10000,12496,651,0,7.1
365,49,907,1411,365,0,6.2
0,304,873,2830,469,31,6.8
24,45,610,995,105,439,7.7
0,0,8,10,2,460,8.2
89,3,88,173,74,865,7.5
10,19,690,774,24,0,7.6
15,93,847,1151,94,61,4.1
100,482,970,3950,759,0,6.9
57,92,1000,1528,235,0,7.1
110,21,189,330,109,12000,6.3
147,5,22,54,20,0,7.7
0,332,795,2158,561,14000,8.3
25,138,231,771,200,426,7.1
